FHIR_ID,Arabic_term,Long_definition,NAMC_CODE,NAMC_ID,NAMC_TERM,NAMC_term,NAMC_term_DEVANAGARI,NAMC_term_diacritical,NUMC_CODE,NUMC_ID,NUMC_TERM,Ontology_branches,Reference,Short_definition,Tamil_term,Category
UAN_1192,سلعہ شحميہ,The content of this type of tumour is fat which is white in colour and very hard and can’t be compressed on pressure.,,,,,,,M-16.3,1191.0,Sal‘a Shaḥmiyya,,,Lipoma,,Unani
UAN_1193,سلعہ عسليہ,The content of this type of tumour resembles with that of honey. It is somewhat liquid and yellow in colour.,,,,,,,M-16.4,1192.0,Sal‘a ‘Asaliyya,,,soft tumour,,Unani
UAN_1194,سلعہ اردهاليہ,Contents of this type of tumour resemble with <em>Ardhāla</em> i.e. a semi solid preparation made of flour and clarified butter.,,,,,,,M-16.5,1193.0,Sal‘a Ardahāliyya,,,a type of benign tumour,,Unani
UAN_1195,سلعہ شيرازيہ,Contents of this type of tumour resemble a curry named <em>Shīrāzī</em> which is white in colour and prepared with milk. It is somewhat similar to <em>Ḥarīra</em>.,,,,,,,M-16.6,1194.0,Sal‘a Shīrāziyya,,,a type of benign tumour,,Unani
UAN_1196,سلعہ بلغميہ,"A tumour that occurs in face, urinary bladder, intestine, nerves and spinal cord. Content of this tumour are phlegm or phlegm like humour.",,,,,,,M-16.7,1195.0,Sal‘a Balghamiyya,,,Myxoma,,Unani
UAN_1197,سلعہ غضروفيہ,"A tumour that occurs in retina, brain and spinal cord. It is composed of cartilaginous matter.",,,,,,,M-16.8,1196.0,Sal‘a Ghuḍrūfiyya,,,Enchondroma,,Unani
UAN_1198,سلعہ ليفيہ,Contents of this type of tumour are fibrous and hair like. It is commonly found in the uterus.,,,,,,,M-16.9,1197.0,Sal‘a Līfiyya,,,Fibroma,,Unani
UAN_1199,سلعہ عظميہ,A type of tumour found on the margins of long bones and it causes pain when it compresses the nerve.,,,,,,,M-16.10,1198.0,Sal‘a ‘Aẓmiyya,,,Osteoma,,Unani
UAN_1200,سلعہ سنيہ,A type of tumour that is found around the teeth.,,,,,,,M-16.11,1199.0,Sal‘a Sinniyya,,,Odontoma,,Unani
UAN_1201,سلعہ عصبيہ,A rare type of tumour which occurs on face or neck. This is formed from nerve fibres along with other tissues. It is not a fatal condition.,,,,,,,M-16.12,1200.0,Sal‘a ‘Aṣabiyya,,,Neuroma,,Unani
UAN_1202,سلعہ عروقيہ,A type of tumour which occurs in the blood vessels.,,,,,,,M-16.13,1201.0,Sal‘a ‘Urūqiyya,,,Angioma,,Unani
UAN_1203,سلعہ عضليہ,"A type of tumour which occurs in uterus, prostate glands and GI tract.",,,,,,,M-16.14,1202.0,Sal‘a ‘Aḍaliyya,,,Myoma,,Unani
UAN_1204,سلعہ مخيہ,A type of tumour which arises from bone marrow.,,,,,,,M-16.15,1203.0,Sal‘a Mukhkhiyya,,,Myeloma,,Unani
UAN_1205,سلعہ غديہ,Tumour of the glands.,,,,,,,M-16.16,1204.0,Sal‘a Ghuddiyya,,,Adenoma,,Unani
UAN_1206,سلعہ حلميہ,A type of tumour of semi lunar shape.,,,,,,,M-16.17,1205.0,Sal‘a Ḥalamiyya,,,Papilloma,,Unani
UAN_1207,سرطان,"Its literal meaning is “crab” as it sticks to its prey like a crab. It is a type of malignant, melancholic swelling which can occur anywhere in the body. It starts with a small swelling which gradually increases with time. It spreads very rapidly and the roots of this swelling are deep with prominent vessels. Sometimes it appears due to the accumulation of burnt yellow bile and phlegm.",,,,,,,M-17,1206.0,Saraṭan,,,Carcinoma,,Unani
UAN_1208,سرطان متقرح,This malignant swelling is associated with ulceration and purulent discharge.,,,,,,,M-17.1,1207.0,Saraṭan Mutaqarriḥ,,,Ulcerated malignant tumour,,Unani
UAN_1209,نملہ/ ساعيہ,Its literal meaning is ‘ant’. These are one or more small red papules which cause severe burning and itching. This burning is similar to ant bite. These red papules spread along one line like ant that is why it is known as <em>Namla</em> or <em>Sā‘iya</em>. Its cause is the preponderance of bile or any abnormality in bile. It is of many types.,,,,,,,M-18,1208.0,Namla/ Sā‘iya,,,Herpes,,Unani
UAN_1210,نملہ ساذجہ,When the red papules affect only the upper surface of the skin and cause burning and itching. It is due to the accumulation of yellow bile under the skin.,,,,,,,M-18.1,1209.0,Namla Sādhija,,,Herpes simplex/ Fever blister/Cold sore,,Unani
UAN_1211,نملہ متاكلہ,When the papules get ulcerated these are known as <em>Namla Muta’akkila</em>.,,,,,,,M-18.2,1210.0,Namla Muta’akkila,,,Rodentine herpes,,Unani
UAN_1212,نملہ شفويہ,"When the red papules appear on the lips, crusting appears with in 6-8 days and they finally disappear.",,,,,,,M-18.3,1211.0,Namla Shafawiyya,,,Herpes labialis,,Unani
UAN_1213,نملہ ختانيہ,When the red papules appear on the prepuce internally or externally. These cause severe itching and form blisters and internal papules which later changes into ulcers. External papules disappear within 7-8 days. Sometimes papules appear gradually which causes hardening of the prepuce.,,,,,,,M-18.4,1212.0,Namla Khitāniyya,,,Herpes genitalis,,Unani
UAN_1214,نملہ منطقيہ/ نملہ ناريہ,"In this condition eruptions appear on the line of distribution of nerves which changes into transparent papules and causes severe burning and itching. Later, blisters with crusting appear within 10-14 days.",,,,,,,M-18.5,1213.0,Namla Minṭaqiyya/ Namla Nāriyya,,,Herpes zoster,,Unani
UAN_1215,نملہ منطقيہ جبهيہ,"In this condition, papules occur along the ophthalmic division of trigeminal nerve. These are generally accompanied by conjunctivitis and sometimes by keratitis.",,,,,,,M-18.6,1214.0,Namla Minṭaqiyya Jabhiyya,,,Herpes zoster ophthalmicus,,Unani
UAN_1216,نملہ قزحيہ,A type of erythema in which vesicles occur. It is devoid of neuralgic pain. It usually subsides in four weeks.,,,,,,,M-18.7,1215.0,Namla Qazḥiyya,,,vesicular herpes,,Unani
UAN_1217,نملہ جاورسيہ,"In this condition the papules are millet shaped. These are white in colour with red roots. They cause burning, pain and swelling at the site.",,,,,,,M-18.8,1216.0,Namla Jāwarsiyya,,,miliary herpes,,Unani
UAN_1218,نفاطات,"Eruptions of the skin in the form of bullous, containing watery fluid and sometimes blood. These resemble the blisters which are produced after burns. This is caused by the dilution of blood and collection of fluid beneath the skin which later on takes the shape of blisters. It is of two types: acute and chronic.",,,,,,,M-19,1217.0,Naffāṭāt,,,Blisters,,Unani
UAN_1219,نفاطات طفليہ,Blisters which occur during childhood. These blisters rupture quickly and black crust appears on them followed by the formation of cicatrix.,,,,,,,M-19.1,1218.0,Naffāṭāt Ṭafliyya,,,Impetigo,,Unani
UAN_1220,نفاطات غانغرانيہ,Sometimes blisters are accompanied with infection and decomposition of the tissues. This condition leads to weakness and death of the patient.,,,,,,,M-19.2,1219.0,Naffāṭāt Ghāngharāniyya,,,gangrenous blitsers,,Unani
UAN_1221,نفاطات طبقيہ,Initially a blister appears on the upper trunk then gradually small blisters appear around it which later join and yellow crust appears on these blisters. A specific type of smell occurs in the patient.,,,,,,,M-19.3,1220.0,Naffāṭāt Ṭabaqiyya,,,superimposed blisters,,Unani
UAN_1222,نفاخات,Blisters containing gases in place of fluids.,,,,,,,M-20,1221.0,Naffākhāt,,,gas filled blisters,,Unani
UAN_1223,جمرہ/ شب چراغ,Collection of flat red papules which causes severe burning sensation resembling to fire burn. It immediately forms crusting of brown colour. It is caused by predominance of black bile.,,,,,,,M-21,1222.0,Jamra/ Shab Chirāgh,,,Carbuncle,,Unani
UAN_1224,نار فارسي,"Eruptions of the skin which are encrusted immediately after appearance. There is intense burning in these eruptions. There are reddish greenish lines on the skin at the site of eruptions which resemble flame of fire. Hence it is called <em>Nār Fārsī</em>. <em>Nār Fārsī</em>, is classified into many types depending on the nature of eruptions. These are plain, reddish, vesicular, pustular, hard and <em>Shuqāqī</em>.",,,,,,,M-22,1223.0,Nār Fārsī,,,Eczema,,Unani
UAN_1225,طاعون,"The word <em>Ṭā‘ūn</em> is an altered form of the Unani word <em>Ṭay‘ūn</em> meaning inflammation of lymph glands of the body. It is the swelling of the body which is accompanied with severe pain and burning. The colour of the skin surrounding the swelling becomes blackish, reddish, bluish or greenish. It usually spreads in the form of epidemic. It is caused by poisonous substances which destroy the affected organs.",,,,,,,M-23,1224.0,Ṭā‘ūn,,,Plague,,Unani
UAN_1226,طاعون غددي,"Inflammation accompanied with swelling of the lymph glands of axilla, groin and neck. Before swelling there is high grade fever with rigors and chills, headache, nausea and vomiting. But after the appearance of swelling of lymph glands these symptoms subside.",,,,,,,M-23.1,1225.0,Ṭā‘ūn Ghudadī,,,Bubonic plague,,Unani
UAN_1227,طاعون عفوني,"The most severe and grave type of plague. In this condition there is generalized swelling of all the lymph glands of the body accompanied with fever, delirium, vomiting, diarrhoea and haemorrhage. Patient suffering from this type usually dies within 24 hours.",,,,,,,M-23.2,1226.0,Ṭā‘ūn ‘Ufūnī,,,Septicaemic plague,,Unani
UAN_1228,طاعون رئوي,"It is a highly infectious type of plague in which infection spreads through droplets characterized by high fever, cough, passing of blood while coughing. This type has a bad prognosis.",,,,,,,M-23.3,1227.0,Ṭā‘ūn Ri’wī,,,Pneumonic plague,,Unani
UAN_1229,آكلہ,A gangrenous ulcer of any part of the body.,,,,,,,M-24,1228.0,Ākila,,,Cancrum,,Unani
UAN_1230,اورام المغابن/ باغرہ,"Inflammation, swelling and enlargement of the lymph glands of axilla and groin due to infections such as syphilis, tuberculosis, gonorrhoea, etc. It is due to the collection of morbid material from the organs. It can also be due to some ulcers of the skin.",,,,,,,M-25,1229.0,Awrām al-Maghābin/ Bāghira,,,Buboes,,Unani
UAN_1231,دمل,A type of small abscess which can occur anywhere on the body. Initially it is red and causes severe pain. The condition mostly occurs in travellers and persons who do more physical and sternuous work.,,,,,,,M-26,1230.0,Dummal,,,Boil,,Unani
UAN_1232,داء الفيل,Collection of fluid in the lymphatic channels due to their obstruction as a result of which the legs become swollen. But unlike varicose veins these channels are not visible under the skin. The leg and foot of the patient resemble with that of an elephant,,,,,,,M-27,1231.0,Dā’ al-Fīl,,,Elephantiasis/Filariasis,,Unani
UAN_1233,دوالي,"Dilatation, elongation and torsion of the veins which affects the legs of the patient. This is usually common in person who used to stand for a long time.",,,,,,,M-28,1232.0,Dawālī,,,Varicose veins,,Unani
UAN_1234,حرق,"Burn injury with dry heat e.g flame, heated metal and heated objects.",,,,,,,M-29,1233.0,Ḥarq,,,Burn,,Unani
UAN_1235,حرق الصاعقة/ حرق برقي,Burning with lightning and thunder bolt.,,,,,,,M-29.1,1234.0,Ḥarq al-Ṣā‘iqa/ Ḥarq Barqī,,,Lightening burn,,Unani
UAN_1236,حرق الشمس,Burning of the skin on exposure to strong sun rays.,,,,,,,M-29.2,1235.0,Ḥarq al-Shams,,,Sun burn,,Unani
UAN_1237,حرق البلادر,Burn injury due to direct contact with the secretion of <em>Balādur</em> (<em>Semecarpus anacardium</em>).,,,,,,,M-29.3,1236.0,Ḥarq al-Balādur,,,burn with semicarpus anacardium,,Unani
UAN_1238,حرق درخشاني,Burn injury with radiation.,,,,,,,M-29.4,1237.0,Ḥarq Darakhshānī,,,Radiation burn,,Unani
UAN_1239,علة البقر,A parasitic disease in which there is worm infestation in the subcutaneous space. This worm travels inside the body and can reach up to the head. This travelling causes intense pain and burning. From head it usually comes out through the eyes and causes blindness. It can reach to any part of the body. Its treatment is either ligation and incision of a part to remove this worm or cauterization.,,,,,,,M-30,1238.0,‘Illa al-Baqar,,,Loiasis,,Unani
UAN_1240,ناقرنامي,"A condition where <em>Waram Rīḥī</em> travels in the body very fast like mercury. Its treatment is to ligate that particular part and cauterize it, otherwise cupping with fire can also be done on that part. If the affected part is difficult to locate then drugs which are used to evacuate phlegm from the body are used. This disease is seen in non-Arab females.",,,,,,,M-31,1239.0,Nāqarnāmī,,,Movement of gaseous inflammation,,Unani
UAN_1241,سحوج الجلد,Abrasion of the skin which may be caused by friction of some hard objects on the skin.,,,,,,,M-32,1240.0,Suḥūj al-Jild,,,abrasion,,Unani
UAN_1242,عقر الخف والنعل,Abrasion of the skin caused by improper shoes and leather socks.,,,,,,,M-33,1241.0,‘Aqr al-Khuff wa’l Na‘l,,,Shoe bite,,Unani
UAN_1243,مد الحبل,Abrasion of the skin caused by tightening of rope or any ligature.,,,,,,,M-34,1242.0,Madd al-Ḥabl,,,pressure abrasion,,Unani
UAN_1244,جذام/ العلة الكبر یٰ,"A chronic disease like tuberculosis which causes deformity of the organs and loss of organs in later stage. Sometimes, in few patients it is accompanied with ulceration of the body.",,,,,,,M-35,1243.0,Judhām / Al-‘Illa al-Kubrā,,,Leprosy,,Unani
UAN_1245,جذام خدرى,In this type of leprosy there is no nodule formation but there is loss of sensation of organs. It is more commonly seen in tropical countries.,,,,,,,M-35.1,1244.0,Judhām Khadrī,,,Lepromatous leprosy,,Unani
UAN_1246,جذام عقدي,In this type of leprosy there is nodule formation with deformity of organs. It is more commonly seen in cold countries.,,,,,,,M-35.2,1245.0,Judhām ‘Uqadī,,,Tuberculoid leprosy,,Unani
UAN_1247,هزال,"Emaciation or cachexia that may be caused by 1. nutritional deficiencies e.g. intake of low fat diet 2. weakness of the faculties of stomach due to its cold temperament 3. after discontinuation of regular and strenuous exercise 4. bilious temperament of an individual 5. dysfunctioning of liver 6. worm infestation 7. excessive catabolism e.g. in case of chronic debilitating illnesses, excessive grief, sorrow, etc.",,,,,,,M-36,1246.0,Huzāl,,,Undernutrition,,Unani
UAN_1248,سمن مفرط,Obesity is caused by leading a sedentary life and intake of fatty diets.,,,,,,,M-37,1247.0,Siman Mufriṭ,,,Obesity,,Unani
UAN_1249,دق الشيخوخة,A type of cachexia of the body in which there is massive dryness of the body without fever. The patient looks like an old man in this condition.,,,,,,,M-38,1248.0,Diqq al-Shaykhūkha,,,Senile generalised atrophy,,Unani
UAN_1250,فتق,"Protrusion of an organ or a part of the organ through an abnormal opening from the abdominal cavity to outside. It can be caused by increased abdominal pressure due to chronic cough, pregnancy, chronic constipation, etc. It can also be due to injury or incision in the peritoneum.",,,,,,,M-39,1249.0,Fatq,,,Hernia,,Unani
UAN_1251,فتق تام,Protrusion of a part of intestine from the inguinal canal into the scrotum.,,,,,,,M-39.1,1250.0,Fatq Tāmm,,,Complete hernia,,Unani
UAN_1252,فتق ناقص,Protrusion of a part of intestine into the inguinal canal.,,,,,,,M-39.2,1251.0,Fatq Nāqiṣ,,,Incomplete hernia,,Unani
UAN_1253,فتق راجع,A type of hernia which can be reduced back to its original position by manipulation.,,,,,,,M-39.3,1252.0,Fatq Rāji‘,,,Reducible hernia,,Unani
UAN_1254,فتق عاصي,A type of hernia which can not be reduced to its original position by manipulation.,,,,,,,M-39.4,1253.0,Fatq ‘Āṣī,,,Irreducible hernia,,Unani
UAN_1255,فتق مخنوق,A type of hernia in which the herniated part is so tightly constricted in the orifice that blood supply of the hernial sac gets disturbed leading to its gangrene.,,,,,,,M-39.5,1254.0,Fatq Makhnūq,,,Strangulated hernia,,Unani
UAN_1256,فتق ورمي,A type of hernia in which the herniated part gets inflamed.,,,,,,,M-39.6,1255.0,Fatq Waramī,,,Inflamed hernia,,Unani
UAN_1257,فتق سدي,A type of hernia in which there is obstruction in the hernial sac because of extramural cause.,,,,,,,M-39.7,1256.0,Fatq Suddī,,,Obstructed hernia,,Unani
UAN_1258,فتق اربي ورابي,A type of hernia in which the herniated part comes out from deep inguinal ring into the inguinal canal.,,,,,,,M-39.8,1257.0,Fatq Urbī-o-Rābī,,,Oblique/Indirect inguinal hernia,,Unani
UAN_1259,فتق مستقيم,A type of hernia in which the herniated part comes out through the hesselbach’s triangle.,,,,,,,M-39.9,1258.0,Fatq Mustaqīm,,,Direct inguinal hernia,,Unani
UAN_1260,فتق خلقي,"A type of hernia which is present since birth . In this type, there is herniation of intestine in the scrotum",,,,,,,M-39.10,1259.0,Fatq Khilqī,,,Congenital hernia,,Unani
UAN_1261,فتق سري,"A type of hernia in which a part of intestine herniates through the umbilicus. This occurs mostly in children , old people and young multipara women.",,,,,,,M-39.11,1260.0,Fatq Surrī,,,Umbilical hernia,,Unani
UAN_1262,فتق معدي,"A type of hernia, in which a part of stomach herniates through the opening in the abdominal wall.",,,,,,,M-39.12,1261.0,Fatq Mi‘dī,,,Epigastric hernia,,Unani
UAN_1263,فتق فخذي,"A type of hernia, in which a structure pushes through the wall of the femoral canal.",,,,,,,M-39.13,1262.0,Fatq Fakhidhī,,,Femoral hernia,,Unani
UAN_1264,سقوط السرة/ نتوء السرة,Displacement of abdominal muscle around umbilicus.,,,,,,,M-40,1263.0,Suqūṭ al-Surra/ Nutū’ al-Surra,,,abdominal hernia,,Unani
UAN_1265,/فولوسفونوس,A hard melancholic swelling with loss of sensation.,,,,,,,M-41,1264.0,Fūlūs/Fūnūs,,,A hard melancholic swelling with loss of sensation.,,Unani
UAN_1266,ورم الصفاق,Inflammation of peritoneum. It is of two types: acute and chronic.,,,,,,,M-42,1265.0,Waram al-Ṣifāq,,,Peritonitis,,Unani
UAN_1267,امراض سموم,,,,,,,,N,1266.0,Amrāḍ-i-Sumūm,,,Poisoning,,Unani
UAN_1268,گزیدگی مار,"Bite of any type of snake. It is characterized by inflammation, shivering, syncope, excessive perspiration, pale eyes, swelling and boil at the site of bite.",,,,,,,N-1,1267.0,Gazīdgī-i-Mār,,,Snake bite,,Unani
UAN_1269,گزیدگی عقرب,"It is characterized by acute firm swelling of the organ involved, piercing sensation followed by cold perspiration, trembling of lips, vomiting, shivering, cold extremities, etc.",,,,,,,N-2,1268.0,Gazīdgī-i-‘Aqrab,,,Scorpion bite,,Unani
UAN_1270,گزیدگی زنبور,"It is characterized by redness, swelling and pain at the site of bite.",,,,,,,N-3,1269.0,Gazīdgī-i-Zanbūr,,,Wasp bite,,Unani
UAN_1271,گزیدگی رتیلاء,"It is characterized by bluish and greenish discoloration of the skin at the site of bite, nausea, vomiting and diarrhoea.",,,,,,,N-4,1270.0,Gazīdgī-i-Rutaylā’,,,Tarantula bite,,Unani
UAN_1272,گزیدگی عنکبوت,"It is characterized by cold sweat, itching all over the body, etc.",,,,,,,N-5,1271.0,Gazīdgī-i-‘Ankabūt,,,Spider bite,,Unani
UAN_1273,گزیدگی ہزارپا,It is characterized by slight pain and itching initially which subsides after some time.,,,,,,,N-6,1272.0,Gazīdgī-i-Hazārpā,,,Millipede bite,,Unani
UAN_1274,گزیدگی سالامندرا,"It is characterized by severe pain, extreme burning sensation in the body, acute glossitis, heaviness of tongue, shivering and numbness of organs. Sometimes there is black discoloration of skin at the site of bite followed by putrefaction.",,,,,,,N-7,1273.0,Gazīdgī-i-Sālāmandirā,,,Salamander bite,,Unani
UAN_1275,گزیدگی سگ آبی,Bite of beaver is considered to be of grave consequences if bitten by a hungry beaver.,,,,,,,N-8,1274.0,Gazīdgī-i-Sag Ābī,,,Beaver bite,,Unani
UAN_1276,گزیدگی نہنگ,It is characterized by convulsions and inflammation of tongue.,,,,,,,N-9,1275.0,Gazīdgī-i-Nahaṉg,,,Crocodile bite,,Unani
UAN_1277,گزیدگی انسان,Human bite is the most dangerous when it is bitten by a hungry person.,,,,,,,N-10,1276.0,Gazīdgī-i-Insān,,,Human bite,,Unani
UAN_1278,گزیدگی گرگ,Bite of wolf causes wounds which may putrefy if not managed properly.,,,,,,,N-11,1277.0,Gazīdgī-i-Gurg,,,Wolf bite,,Unani
UAN_1279,گزیدگی گربہ,It is characterized by severe pain and greenish discoloration of skin at the site of bite.,,,,,,,N-12,1278.0,Gazīdgī-i-Gurba,,,Cat bite,,Unani
UAN_1280,گزیدگی سگ دیوانہ,"It is characterized by wound at the site of bite with pain. Gradually, the patient experiences nightmare, depression, fear of water, convulsions and tetanus. When this condition lasts the patient develops confusion. He often runs to bite other persons and whenever he/she sees water he/she starts to shiver.",,,,,,,N-13,1279.0,Gazīdgī-i-Sag Dīwāna,,,Rabid dog bite,,Unani
UAN_1281,لسع الحشرات,"It is a general term used for bites by scorpions, wasps, spiders, etc.",,,,,,,N-14,1280.0,Las‘ al-Ḥasharāt,,,insect stings,,Unani
UAN_1282,سمّیت سم الفار,"It is characterized by excessive vomiting and diarrhoea, abdominal colic, asphyxia, dryness of mouth, heaviness and blackish discoloration of tongue, retrosternal burning, palpitation, redness of eyes, increased temperature of the body, etc. The cause of death in this type of poisoning is hepatic diarrhoea and haemetemesis.",,,,,,,N-15,1281.0,Sammiyat-i-Samm al-Fār,,,Arsenic poisoning,,Unani
UAN_1283,سمّیت سیماب,"It is characterized by abdominal pain, severe tenesmus, bloody diarrhoea, heaviness of tongue, heaviness of stomach, retention of urine and oedema all over the body.",,,,,,,N-16,1282.0,Sammiyat-i-Sīmāb,,,Mercury poisoning,,Unani
UAN_1284,سمّیت شنگرف,Its clinical features are same as <em>Sammiyat-i-Sīmāb</em> (mercury poisoning).,,,,,,,N-17,1283.0,Sammiyat-i-Shangaraf,,,Cinnabar poisoning,,Unani
UAN_1285,سمّیت مردارسنگ,"It is characterized by generalized oedema of the body, breathlessness, sometimes asphyxia; colour of the skin is similar to that of <em>Usrub</em> (lead), colic, retention of urine, dryness of mouth, heaviness of tongue, stomach and intestine, etc.",,,,,,,N-18,1284.0,Sammiyat-i-Murdārsaṉg,,,Litharge poisoning,,Unani
UAN_1286,سمّیت رصاص,Its clinical features are same as that of <em>Sammiyat-i-Murdārsaṉg</em> (litharge poisoning).,,,,,,,N-19,1285.0,Sammiyat-i-Raṣāṣ,,,Lead poisoning,,Unani
UAN_1287,سمّیت خبث الحدید,"Its clinical features are headache, cancrum oris, dryness of mouth and abdominal pain.",,,,,,,N-20,1286.0,Sammiyat-i-Khubth al-Ḥadīd,,,Iron rust poisoning,,Unani
UAN_1288,سمّیت بیش,"Its clinical features are swollen lips, glossitis, exophthalmos, frequent respiration, halitosis, shock, weakness of calf muscles with difficulty in walking, etc.",,,,,,,N-21,1287.0,Sammiyat-i-Bīsh,,,Aconite poisoning,,Unani
UAN_1289,سمّیت فرفیون,Severe restlessness and hiccups. Sometimes there is severe diarrhoea occasionally mixed with blood.,,,,,,,N-22,1288.0,Sammiyat-i-Farfiyūn,,,Euphorbia poisoning,,Unani
UAN_1290,سمّیت بلادر,"Its clinical features are severe burning in mouth, stomach and intestine, boils and eruptions in mouth and lips and high grade fever, etc.",,,,,,,N-23,1289.0,Sammiyat-i-Balādur,,,Marking nut poisoning,,Unani
UAN_1291,سمّیت خرزہرہ,"Its clinical features are severe restlessness, feeling of severe burning sensation in the body and flatulence.",,,,,,,N-24,1290.0,Sammiyat-i-Khar Zahra,,,Yellow oleander poisoning,,Unani
UAN_1292,سمّیت خربق سیاہ,"Its clinical features are severe diarrhoea, asphyxia, palpitation, burning of tongue, excessive belching, flatulence etc. These are followed by convulsion, trembling and death.",,,,,,,N-25,1291.0,Sammiyat-i-Kharbaq Siyāh,,,Black hellebore poisoning,,Unani
UAN_1293,سمّیت تمباکو,Its clinical features are syncope and nausea.,,,,,,,N-26,1292.0,Sammiyat-i-Tambākū,,,Tobacco poisoning,,Unani
UAN_1294,سمّیت جوزماثل,"Its clinical features are vertigo, giddiness, redness of eyes, intoxication and deep sleep. Patient will have cold sweats, pulsus parvus and shallow breathing, delirium, etc.",,,,,,,N-27,1293.0,Sammiyat-i-Jawz Māthil,,,Datura poisoning,,Unani
UAN_1295,سمّیت یبروج,"Its clinical features are same as that of <em>Sammiyat-i-Jawz Māthil</em>. Moreover, there will be tetany, deafness, pruritus, deep sleep, etc.",,,,,,,N-28,1294.0,Sammiyat-i-Yabrūj,,,Belladonna poisoning,,Unani
UAN_1296,سمّیت اجوائن خراسانی,"Its clinical features are flaccidity of organs, glossitis, chelitis, redness of eyes, vertigo and giddiness, diminished vision, breathlessness, pruritus, intoxication, delirium, etc.",,,,,,,N-29,1295.0,Sammiyat-i-Ajwā’in Khurāsānī,,,Henbane poisoning,,Unani
UAN_1297,سمّیت شوکران,"Its clinical features are diminished vision, cold extremities, severe distension, heaviness in body and thighs. Later it may cause convulsions, asphyxia and death.",,,,,,,N-30,1296.0,Sammiyat-i-Shūkrān,,,Hemlock poisoning,,Unani
UAN_1298,سمّیت قنّب,Its clinical features are same as that of <em>Sammiyat-i-Ajwā’in Khurāsānī</em>.,,,,,,,N-31,1297.0,Sammiyat-i-Qinnab,,,Cannabis poisoning,,Unani
UAN_1299,,,,,,,,,O,1298.0,Natural Pattern(s),,,Natural Pattern(s),,Unani
UAN_1300,طبیعت,"A power endowed by nature to every individual for self preservation which regulates its normal functions. It is the administrator, protector and healer of the body.",,,,,,,O-1,1299.0,Ṭabī‘at,,,Medicatrix naturae,,Unani
UAN_1301,امور طبیعیہ,"The essential factors in association with the structure and functions of the body i.e. <em>Arkān</em>, <em>Mizāj</em>, <em>Akhlāṭ</em>, <em>A‘ḍā’</em>, <em>Arwāḥ</em>, <em>Quwā</em> and <em>Af‘āl</em>. Each of them is must to sustain the body.",,,,,,,O-2,1300.0,Umūr Ṭabī‘iyya,,,Factors of the existence,,Unani
UAN_1302,ارکان,Simple bodies which are primary substances of human and non-human bodies. They can not be subdivided into bodies which have different forms. Their intermixture results in different forms in nature.,,,,,,,O-2.1,1301.0,Arkān,,,Constituents/Primary components/Primary ingredients,,Unani
UAN_1303,نار,"One of the four primary substances found in nature, bearing the natural properties of heat and dryness. The role it plays in the construction of things is to mature, refine and intermingle with all things.",,,,,,,O-2.1.1,1302.0,Nār,,,Fire,,Unani
UAN_1304,ریح,"One of the four primary substances found in nature, bearing the natural properties of heat and moisture. Its effect and value in (the world of) creation is to rarefy and render things finer, lighter, more delicate, softer and better able to move to the lighter spheres. Sometimes, this term is also used for the gases arising from different organs in their pathological state.",,,,,,,O-2.1.2,1303.0,Rīḥ,,,Air,,Unani
UAN_1305,ماء,"One of the four primary substances found in nature, bearing the natural properties of cold and moistness. Its purpose in (the world of) creation lies in the fact that it lends itself readily to dispersion and consequently assumes any non-permanent shape.",,,,,,,O-2.1.3,1304.0,Mā’,,,Water,,Unani
UAN_1306,ارض,One of the four primary substances found in nature bearing the natural properties of cold and dryness. Its purpose in the (world of) creation is to fix and hold the being together into a compacted form,,,,,,,O-2.1.4,1305.0,Arḍ,,,Earth,,Unani
UAN_1307,مزاج,"A quality that is produced by action and reaction of opposite qualities of elements which are broken up in small particles in order to facilitate their mixing. When these components interact among themselves, a condition is produced, which is found in equal proportion in all the particles of the compound.",,,,,,,O-2.2,1306.0,Mizāj,,,Temperament/Constitution,,Unani
UAN_1308,مزاج حار یابس,The temperament in which the hot and dry physical properties dominate the other two physical properties i.e. cold and moist.,,,,,,,O-2.2.1,1307.0,Mizāj Ḥārr Yābis,,,Hot and dry temperament,,Unani
UAN_1309,مزاج حار رطب,The temperament in which the hot and moist physical properties dominate the other two physical properties i.e. cold and dry.,,,,,,,O-2.2.2,1308.0,Mizāj Ḥārr Raṭb,,,Hot and moist temperament,,Unani
UAN_1310,مزاج بارد یابس,The temperament in which the cold and dry physical properties dominate the other two physical properties i.e. hot and moist.,,,,,,,O-2.2.3,1309.0,Mizāj Bārid Yābis,,,Cold and dry temperament,,Unani
UAN_1311,مزاج بارد رطب,The temperament in which the cold and moist properties dominate on the other two physical properties i.e. hot and dry,,,,,,,O-2.2.4,1310.0,Mizāj Bārid Raṭb,,,Cold and moist temperament,,Unani
UAN_1312,اخلاط,"The fluids of the body that serve the functions of nutrition, growth and repair of the organs.",,,,,,,O-2.3,1311.0,Akhlāṭ,,,Humours,,Unani
UAN_1313,دم,"One of the four basic humours, red in color bearing hot and wet temperament. It is excellent among all the humours.",,,,,,,O-2.3.1,1312.0,Dam,,,Sanguine/ Red humour/Sanguineous humour/Blood,,Unani
UAN_1314,بلغم,One of the four basic humours which is white in colour and bears cold and wet temperament. It is next to sanguine humour in excellence,,,,,,,O-2.3.2,1313.0,Balgham,,,Phlegm,,Unani
